Date/Time of Report: 3/18/2025 10:13:51,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 2/10/2025 6:11:32 AM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
5:28:40,4400,PI_4401,ALARM,ACK PNT,,Supply Cooling Water Pressure,,
5:28:40,4400,PI_4401,PVLOW,ACK,,Supply Cooling Water Pressure,,
5:28:33,4400,PI_4401,PVLOW,,L 00,Supply Cooling Water Pressure,0.39965,MPa
5:27:33,4500,FIC_2501,BAD PV,ACK,,,,
5:27:31,4500,FIC_2501,BADCTL,ACK,,Chilled Water Minimum Flow Line,,
5:25:42,4500,FIC_2501,BADCTL,,L 00,Chilled Water Minimum Flow Line,0.39965,m³/h
5:25:42,4500,FIC_2501,BAD PV,,L 00,,0.39965,
5:25:10,4500,FIC_2501,BAD PV,ACK,,,,
5:25:08,4500,FIC_2501,BADCTL,ACK,,Chilled Water Minimum Flow Line,,
5:23:51,4500,FIC_2501,BADCTL,OK,L 00,Chilled Water Minimum Flow Line,773.67,m³/h
5:23:51,4500,FIC_2501,BAD PV,OK,L 00,,773.67,
5:23:35,4500,FIC_2501,BADCTL,,L 00,Chilled Water Minimum Flow Line,773.67,m³/h
5:23:34,4500,FIC_2501,BAD PV,,L 00,,773.67,
5:23:21,4500,FIC_2501,BADCTL,OK,L 00,Chilled Water Minimum Flow Line,685.921,m³/h
5:23:21,4500,FIC_2501,BAD PV,OK,L 00,,685.921,
5:22:12,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
5:22:09,4400,T_4401A,UNCMD,ACK,,COOLING TOWER,,
5:22:01,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,ACK,,,,
5:21:33,4400,T_4401A,UNCMD,OK,L 00,COOLING TOWER,RUN,
5:21:33,4400,T_4401A,CHANGE,,,devctla.gop,S1,
5:21:27,4400,T_4401A,UNCMD,,L 00,COOLING TOWER,RUN,
5:19:59,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2514.8,Nm³/h
5:19:07,4400,LIC_4402,PVLOW,OK,L 00,Cooling tower basin V-4403 Level,96.0139,%
5:18:41,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2446.29,Nm³/h
5:18:22,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,OK,H 15,,PartnerA_05,
5:18:08,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,,H 15,,PartnerA_05,
5:17:58,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
5:17:57,6200,AUX_Poly2,CHANGE,,,AckCurrAlm1.PVFL,ON,
5:17:38,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
5:17:33,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,
5:17:32,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,
5:17:27,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,
5:17:23,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,
5:17:17,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,
5:17:08,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,
5:17:05,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,
5:16:53,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
5:16:52,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,
5:16:48,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,
5:15:44,6200,VSP_P114,OFFNRM,,J 00,VSPP114 Close,ON,
5:15:12,6200,VSP_P114,OFFNRM,OK,J 00,VSPP114 Open,OFF,
5:15:09,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
5:15:09,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
5:14:44,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
5:14:35,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
5:14:28,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,323.335,AMp
5:14:05,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,ACK,,,,
5:14:05,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
5:14:03,6200,AUX_Poly2,CHANGE,,,AckCurrAlm2.PVFL,ON,
5:14:01,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,OK,H 15,,PartnerA_05,
5:13:57,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,,H 15,,PartnerA_05,
5:13:56,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,
5:13:50,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,
5:13:41,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,ACK,,,,
5:13:39,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,OK,H 15,,PartnerA_05,
5:13:24,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,,H 15,,PartnerA_05,
5:12:22,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,ACK,,,,
5:12:17,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,OK,H 15,,PartnerA_05,
5:12:16,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,,H 15,,PartnerA_05,
5:12:02,6100,FI_WA02,DISABL,,J 00,Charging PW Flow,,
5:12:01,6100,PIC_WA50,DISABL,,J 00,PW charging header pressure PU-6B/7B,,
5:12:00,6100,FIC_WA01,DISABL,,J 00,Charging PW Flow Control,,
5:12:01,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2505.9,Nm³/h
5:11:26,6100,FI_VC02,DISABL,,J 00,Polymerizer VCM Flow,,
5:11:25,6100,FIC_VC01,DISABL,,J 00,Polymerizer VCM Flow,,
5:11:13,6200,VSP_C102,CHANGE,,,devctla.gop,S0,
5:11:13,6200,VSP_C102,CHANGE,,,devctla.gop,S0,
5:11:11,6200,VSP_C102,CHANGE,,,devctla.gop,S1,
5:10:36,6200,SCM_CTAdd,STEPTO,OK,L 00,,,
5:10:36,6200,TIC_P101,PVLOW,OK,L 00,PLY-1E temperature control,57.2509,DEGC
5:10:32,6200,VSP_C102,CHANGE,,,devctla.gop,S0,
5:10:30,6200,VSP_C102,CHANGE,,,devctla.gop,S1,
5:10:18,6200,Recipe_Param,CHANGE,,,SetRVCM_3.PV,6.5,
5:10:16,6200,Recipe_Param,CHANGE,,,SetRVCM_2.PV,6.5,
5:10:04,6200,SCM_CTAdd,STEPTO,ACK,,,,
5:09:57,6200,SCM_CTAdd,STEPTO,,L 00,,,
5:09:12,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2445.96,Nm³/h
5:08:59,6200,PDR_S107,PVHIGH,OK,L 00,CL-1G Inlet and outlet Differ pressure,19.0332,KPa
5:08:15,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
5:08:12,4500,FIC_2501,BAD PV,ACK,,,,
5:08:06,4500,FIC_2501,BADCTL,ACK,,Chilled Water Minimum Flow Line,,
5:07:32,IOLINK_01A,AI_1F_MB_05,HART Diagnostic Underrun,OK,H 15,,PartnerA_05,
5:07:05,6300,FI_3H,PVLOW,OK,L 00,Aeration blower discharge flow,341.255,Nm³/h
5:04:39,6100,IIA_CM2F,PVHIGH,OK,L 00,CM-2F Running Indicate,315.514,AMp
5:03:17,4500,FIC_2501,BADCTL,,L 00,Chilled Water Minimum Flow Line,315.514,m³/h
5:03:16,4500,FIC_2501,BAD PV,,L 00,,315.514,
5:02:47,6200,PDR_S107,PVHIGH,ACK,,CL-1G Inlet and outlet Differ pressure,,
5:02:34,6200,PDR_S107,PVHIGH,,L 00,CL-1G Inlet and outlet Differ pressure,20.0148,KPa
5:01:47,6200,Recipe_Param,CHANGE,,,SetRVCM_1.PV,6.5,
5:00:35,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
5:00:33,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2500.67,Nm³/h
5:00:25,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
4:59:47,6200,VSP_P114,OFFNRM,,J 00,VSPP114 Open,ON,
4:59:36,6200,Recipe_Param,CHANGE,,,SetCT_1.PV,57,
4:59:17,6200,Recipe_Param,CHANGE,,,SetCT_3.PVHILM,60,
4:59:13,6200,VSP_P114,OFFNRM,OK,J 00,VSPP114 Close,OFF,
4:59:02,6200,Recipe_Param,CHANGE,,,SetCT_2.PVHILM,60,
4:58:58,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
4:58:50,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,320.381,AMp
4:58:45,6200,Recipe_Param,CHANGE,,,SetCT_1.PVHILM,60,
4:58:33,6100,FI_VC02,ENABLE,,J 00,Polymerizer VCM Flow,,
4:58:32,6100,FIC_VC01,ENABLE,,J 00,Polymerizer VCM Flow,,
4:57:59,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2442.07,Nm³/h
4:57:54,6100,PIC_WA50,ENABLE,,J 00,PW charging header pressure PU-6B/7B,,
4:57:47,6200,IIA_PLY1E,BAD PV,OK,J 00,PLY-1E Driver Cunent Indicate,209.923,AMp
4:57:45,6100,FI_WA02,ENABLE,,J 00,Charging PW Flow,,
4:57:44,6100,FIC_WA01,ENABLE,,J 00,Charging PW Flow Control,,
4:57:42,6200,IIA_PLY1E,BAD PV,,J 00,PLY-1E Driver Cunent Indicate,209.923,AMp
4:57:32,4500,FIC_2501,BAD PV,ACK,,,,
4:57:30,4500,FIC_2501,BADCTL,ACK,,Chilled Water Minimum Flow Line,,
4:56:55,6200,FQ_BD01,DISABL,,J 00,Polymerizer VCM Flow Total,,
4:56:55,6200,FIC_BD01,DISABL,,J 00,PVC Slurry Discharge Flow,,
4:56:50,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,
4:56:43,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,
4:56:30,6200,FQ_BD01,ENABLE,,J 00,Polymerizer VCM Flow Total,,
4:56:29,6200,FIC_BD01,ENABLE,,J 00,PVC Slurry Discharge Flow,,
4:55:47,6200,VSP_P106,OFFNRM,,J 00,VSPP106 Close,ON,
4:55:43,6200,VSP_P105,OFFNRM,,J 00,VSPP105 Close,ON,
4:55:12,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
4:55:12,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
4:55:02,4200,FI_4201,ALARM,ACK PNT,,INSTRUMENT AIR FOLW,,
4:55:02,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
4:54:30,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
4:54:19,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
4:54:03,4500,FIC_2501,BADCTL,OK,L 00,Chilled Water Minimum Flow Line,1134.29,m³/h
4:54:02,4500,FIC_2501,BAD PV,OK,L 00,,1134.29,
4:51:50,6200,FI_CT03,DISABL,,J 00,Coating Flow to Polymerizers,,
4:51:49,6200,FIC_CT04,DISABL,,J 00,Coating flow to Polymerizers,,
4:51:31,4500,FIC_2501,BADCTL,,L 00,Chilled Water Minimum Flow Line,1134.29,m³/h
4:51:30,4500,FIC_2501,BAD PV,,L 00,,1134.29,
4:51:22,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
4:51:22,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
4:51:21,6100,IIA_CM2F,PVHIGH,OK,L 00,CM-2F Running Indicate,315.994,AMp
4:50:29,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2503.79,Nm³/h
4:50:05,6200,Recipe_Param,CHANGE,,,SetCT_2.PV,55,
4:50:05,6200,FI_CT03,ENABLE,,J 00,Coating Flow to Polymerizers,,
4:50:03,6200,FIC_CT04,ENABLE,,J 00,Coating flow to Polymerizers,,
4:50:02,6200,Recipe_Param,CHANGE,,,SetCT_1.PV,55,
4:49:58,SERVER_EAPCL,STATION 3,LEVEL,,,Security level,Engr,
4:49:12,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
4:49:11,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
4:48:45,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
4:48:40,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
4:48:23,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
4:48:17,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2449.85,Nm³/h
4:48:13,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
4:47:54,6200,VSP_P106,OFFNRM,OK,J 00,VSPP106 Close,OFF,
4:47:54,6200,VSP_P105,OFFNRM,OK,J 00,VSPP105 Close,OFF,
4:47:26,6300,Param_Master1,MESSAGE,CNF,,Confirm To Start Poly-1E Batch Operation - Adjust Recipe,,
4:47:27,6300,Param_Master1,MESSAGE,ACK,,Confirm To Start Poly-1E Batch Operation - Adjust Recipe,,
4:47:23,6300,Param_Master1,CONFIRMABLE MESSAGE,,,Confirm To Start Poly-1E Batch Operation - Adjust Recipe,,
4:47:03,6300,Param_Master1,OFFNRM,OK,J 00,,OFF,
4:47:02,6300,Param_Master1,OFFNRM,,J 00,,ON,
4:45:31,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
4:40:09,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
4:40:08,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
4:40:03,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,322.863,AMp
4:39:52,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2501.56,Nm³/h
4:37:55,6100,IIA_CM2F,PVHIGH,OK,L 00,CM-2F Running Indicate,315.567,AMp
4:37:43,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2447.63,Nm³/h
4:37:25,SERVER_EAPCL,BATCH_PLY1,PERIODIC,,J 00,Report requires a sign-on operator to be selected to complete. - report 6,,
4:37:24,SERVER_EAPCL,BATCH_PLY1,PERIODIC,,J 00,Report Periodic Request,6,
4:37:10,6200,FQ_BD01,DISABL,,J 00,Polymerizer VCM Flow Total,,
4:37:10,6200,FIC_BD01,DISABL,,J 00,PVC Slurry Discharge Flow,,
4:36:22,6200,VSP_P106,OFFNRM,,J 00,VSPP106 Close,ON,
4:36:18,6200,VSP_P105,OFFNRM,,J 00,VSPP105 Close,ON,
4:35:50,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
4:35:49,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
4:34:56,6200,SCM_DisCharge,STEPTO,ACK,,,,
4:34:54,6200,SCM_DisCharge,STEPTO,OK,L 00,,,
4:34:49,6200,SCM_DisCharge,STEPTO,,L 00,,,
4:34:07,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
4:34:04,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,327.179,AMp
4:29:50,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
4:29:39,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
4:29:34,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2500.23,Nm³/h
4:29:23,6200,VSP_P106,OFFNRM,OK,J 00,VSPP106 Close,OFF,
4:29:23,6200,VSP_P105,OFFNRM,OK,J 00,VSPP105 Close,OFF,
4:27:02,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2447.96,Nm³/h
4:25:23,4500,FIC_2501,BADCTL,OK,L 00,Chilled Water Minimum Flow Line,905.4,m³/h
4:25:22,4500,FIC_2501,BAD PV,OK,L 00,,905.4,
4:25:04,6200,TIC_P101,PVLOW,ACK,,PLY-1E temperature control,,
4:24:57,6200,TIC_P101,PVLOW,,L 00,PLY-1E temperature control,55.9893,DEGC
4:19:54,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
4:19:22,6200,FQ_BD01,ENABLE,,J 00,Polymerizer VCM Flow Total,,
4:19:20,6200,FIC_BD01,ENABLE,,J 00,PVC Slurry Discharge Flow,,
4:19:02,SERVER_EAPCL,PLY1E,PERIODIC,,J 00,Report requires a sign-on operator to be selected to complete. - report 1,,
4:19:02,SERVER_EAPCL,PLY1E,PERIODIC,,J 00,Report Periodic Request,1,
4:18:57,6200,AUX_Poly1,OFFNRM,OK,H 00,PLY-1E polymerization flag,OFF,
4:18:23,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2506.46,Nm³/h
4:17:41,6200,FIC_S101,DEVLOW,OK,H 00,CL-1G PVC Slurry Flow,-1.3751,m³/h
4:17:34,6300,Param_Master1,MESSAGE,CNF,,Confirm To Start Poly-1E Discharge Operation,,
4:17:34,6300,Param_Master1,MESSAGE,ACK,,Confirm To Start Poly-1E Discharge Operation,,
4:17:27,6300,Param_Master1,CONFIRMABLE MESSAGE,,,Confirm To Start Poly-1E Discharge Operation,,
4:17:15,6200,AUX_Poly1,OFFNRM,ACK,,PLY-1E polymerization flag,,
4:17:12,6200,FIC_S101,DEVLOW,ACK,,CL-1G PVC Slurry Flow,,
4:17:07,SERVER_EAPCL,CONVER1,PERIODIC,,J 00,Report requires a sign-on operator to be selected to complete. - report 9,,
4:17:05,SERVER_EAPCL,CONVER1,PERIODIC,,J 00,Report Periodic Request,9,
4:17:04,6200,FIC_S101,DEVLOW,,H 00,CL-1G PVC Slurry Flow,-2.79773,m³/h
4:17:04,6200,AUX_Poly1,OFFNRM,,H 00,PLY-1E polymerization flag,ON,
4:16:36,6200,LIC_S103,PVHIGH,OK,L 00,SE-2G level controller,41.985,%
4:16:22,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2448.29,Nm³/h
4:15:58,6200,VSP_S106,OFFNRM,,J 00,VSPS106 Close,ON,
4:15:55,6200,VSP_S108,OFFNRM,,J 00,VSPS108 Close,ON,
4:15:49,4400,KV_4402,CHANGE,,,devctla.gop,S1,
4:15:49,4400,KV_4402,CHANGE,,,devctla.gop,S1,
4:15:45,4400,LIC_4402,ALARM,ACK PNT,,V-4403 Level,,
4:15:45,4400,LIC_4402,PVLOW,ACK,,Cooling tower basin V-4403 Level,,
4:15:06,6200,VSP_S108,OFFNRM,OK,J 00,VSPS108 Open,OFF,
4:14:28,4400,LIC_4402,PVLOW,,L 00,Cooling tower basin V-4403 Level,94.9973,%
4:14:23,6200,VSP_S106,OFFNRM,OK,J 00,VSPS106 Close,OFF,
4:13:08,6200,LIC_S103,PVHIGH,ACK,,SE-2G level controller,,
4:12:57,6200,LIC_S103,PVHIGH,,L 00,SE-2G level controller,42.0006,%
4:08:12,4600,P_4602B,CHANGE,,,devctla.gop,S1,
4:08:08,4600,XV_4604A,CHANGE,,,devctla.gop,S1,
4:07:51,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
