Date/Time of Report: 3/18/2025 10:15:25,,,,,,,,
Requester: STN08 - Oper,,,,,,,,
Filter Applied: Event Time: Before 2/3/2025 2:23:23 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: SERVERA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
13:51:38,6200,TIC_S104,PVHIGH,ACK,,CL-1G Bottom PVC Slurry Temperature,,
13:51:29,6200,TIC_S104,PVHIGH,,H 00,CL-1G Bottom PVC Slurry Temperature,111.003,DEGC
13:50:52,6200,PDR_S107,PVHIGH,OK,L 00,CL-1G Inlet and outlet Differ pressure,19.0416,KPa
13:48:38,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
13:47:31,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2301.39,Nm³/h
13:47:25,6300,PI_101H,PVLOLO,OK,H 00,Pneuma Pressure,31.9179,Kpa
13:47:24,6300,PI_101H,PVLOW,OK,L 00,Pneuma Pressure,30.0493,Kpa
13:47:14,6300,SCM_pack,HOLD,OK,L 00,,Restarting,
13:46:57,6300,PI_101H,PVLOLO,ACK,,Pneuma Pressure,,
13:46:54,6300,PI_101H,PVLOLO,,H 00,Pneuma Pressure,20.3728,Kpa
13:46:54,6300,PI_101H,PVLOW,ACK,,Pneuma Pressure,,
13:46:50,6300,PI_101H,PVLOW,,L 00,Pneuma Pressure,23.7763,Kpa
13:46:39,6300,SCM_pack,HOLD,ACK,,,,
13:46:35,6300,FLAG_pack,CHANGE,,,pack_yes.PVFL,OFF,
13:46:34,6300,FLAG_pack,CHANGE,,,PACK_CHANGE.pvfl,ON,
13:46:34,6300,SCM_pack,HOLD,,L 00,,Holding,
13:46:33,6300,FLAG_pack,CHANGE,,,PACK_HOLD.PVFL,ON,
13:46:30,6300,LI_104,PVHIGH,ACK,,TK-2I PVC Powder level,,
13:46:01,6300,LI_104,PVHIGH,,L 00,TK-2I PVC Powder level,70.5081,%
13:44:56,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2247.56,Nm³/h
13:44:28,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:44:15,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:43:30,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,
13:38:25,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
13:38:09,4300,PI_8302,PVHIGH,OK,L 00,Fire Water Line Pressure,1.18392,Mpa
13:38:01,4300,PI_8302,PVHIHI,OK,H 00,Fire Water Line Pressure,1.19458,Mpa
13:37:04,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2300.05,Nm³/h
13:36:40,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:35:37,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
13:35:36,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:34:08,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2242.56,Nm³/h
13:32:16,4400,KV_4402,CHANGE,,,devctla.gop,S1,
13:29:55,4500,HY_4504,CHANGE,,,devctla.gop,S0,
13:29:37,6200,TIC_P101_1,CHANGE,,,pida.mode,NORMAL,
13:29:36,6200,TIC_P101_1,CHANGE,,,pida.mode,AUTO,
13:29:36,6200,TIC_P101_1,CHANGE,,,PIDA.SP,58,DEGC
13:29:33,6200,TIC_P101_1,CHANGE,,,pida.mode,AUTO,
13:29:32,6200,VSP_S108,OFFNRM,,J 00,VSPS108 Open,ON,
13:29:27,6200,TIC_P102,CHANGE,,,pida.mode,NORMAL,
13:29:26,6200,TIC_P102,CHANGE,,,pida.mode,AUTO,
13:29:26,6200,TIC_P102,CHANGE,,,PIDA.SP,48,DEGC
13:29:23,6200,TIC_P102,CHANGE,,,pida.mode,AUTO,
13:29:13,4500,HY_4504,CHANGE,,,devctla.gop,S1,
13:29:08,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
13:28:42,6200,VSP_S108,OFFNRM,OK,J 00,VSPS108 Close,OFF,
13:28:33,6100,Param_New,MESSAGE,CNF,,Confirm Slurry Transfer from TK1G to TK2G,,
13:28:33,6100,Param_New,MESSAGE,ACK,,Confirm Slurry Transfer from TK1G to TK2G,,
13:28:25,6100,Param_New,CONFIRMABLE MESSAGE,,,Confirm Slurry Transfer from TK1G to TK2G,,
13:28:19,6100,IIA_CM2F,PVHIGH,OK,L 00,CM-2F Running Indicate,33.4831,AMp
13:27:55,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:27:43,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
13:27:41,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:26:06,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2305.61,Nm³/h
13:25:01,4600,LI_4609,PVHIGH,OK,L 00,V-4650 Level,2.96142,m
13:24:44,6200,TIC_E150,PVHIHI,ACK,,TK-4C Dispersant Solution Temperature,,
13:24:37,6200,TIC_E150,PVHIHI,,H 00,TK-4C Dispersant Solution Temperature,79.0195,DEGC
13:23:21,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2249.45,Nm³/h
13:22:59,4600,P_4651A,CHANGE,,,devctla.gop,S1,
13:22:55,4600,LI_4609,ALARM,ACK PNT,,V-4650 Level,,
13:22:55,4600,LI_4609,PVHIGH,ACK,,V-4650 Level,,
13:22:26,4600,LI_4609,PVHIGH,,L 00,V-4650 Level,3.0004,m
13:21:21,4300,PI_8302,ALARM,ACK PNT,,Fire Water Line Pressure,,
13:21:21,4300,PI_8302,PVLOW,ACK,,Fire Water Line Pressure,,
13:21:15,4300,PI_8302,PVHIGH,ACK,,Fire Water Line Pressure,,
13:21:12,4300,PI_8302,BAD PV,ACK,,Fire Water Line Pressure,,
13:21:09,4300,PI_8302,PVLOLO,ACK,,Fire Water Line Pressure,,
13:21:07,4300,PI_8302,PVHIHI,ACK,,Fire Water Line Pressure,,
13:21:06,4300,PI_8302,BAD PV,OK,L 00,Fire Water Line Pressure,1.21274,Mpa
13:21:05,4300,PI_8302,BAD PV,,L 00,Fire Water Line Pressure,1.21274,Mpa
13:21:03,4300,PI_8302,BAD PV,OK,L 00,Fire Water Line Pressure,1.44259,Mpa
13:21:03,4300,PI_8302,BAD PV,,L 00,Fire Water Line Pressure,1.44259,Mpa
13:21:02,4300,PI_8302,PVHIHI,,H 00,Fire Water Line Pressure,1.30707,Mpa
13:21:02,4300,PI_8302,PVHIGH,,L 00,Fire Water Line Pressure,1.30707,Mpa
13:21:00,4300,PI_8302,PVHIHI,OK,H 00,Fire Water Line Pressure,1.17519,Mpa
13:21:00,4300,PI_8302,PVHIGH,OK,L 00,Fire Water Line Pressure,1.17519,Mpa
13:21:00,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:20:59,4300,PI_8302,PVLOW,OK,L 00,Fire Water Line Pressure,1.22461,Mpa
13:20:59,4300,PI_8302,PVHIHI,,H 00,Fire Water Line Pressure,1.22461,Mpa
13:20:59,4300,PI_8302,PVHIGH,,L 00,Fire Water Line Pressure,1.22461,Mpa
13:20:58,4300,PI_8302,PVLOLO,OK,H 00,Fire Water Line Pressure,0.581406,Mpa
13:20:58,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
13:20:53,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:20:54,4300,PI_8302,PVLOLO,,H 00,Fire Water Line Pressure,0.55913,Mpa
13:20:50,4300,PI_8302,PVLOW,,L 00,Fire Water Line Pressure,0.603452,Mpa
13:19:25,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
13:19:23,6200,AUX_Poly2,CHANGE,,,AckCurrAlm3.PVFL,ON,
13:19:17,6200,AUX_Poly1,CHANGE,,,Max_Polyimtime.PV,295,
13:19:14,6200,AUX_Poly1,CHANGE,,,Min_Polyimtim.PV,295,
13:17:57,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:17:48,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
13:17:43,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:17:18,6300,LI_W705,PVHIGH,ACK,,TK-6H Mother Liquid Level,,
13:16:49,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
13:16:25,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
13:16:25,6200,AUX_Poly2,CHANGE,,,AckCurrAlm1.PVFL,ON,
13:15:37,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2305.39,Nm³/h
13:13:08,4400,AI_pH01,PVLOW,OK,H 00,CCR West side drain channel PH,6.15723,PH
13:12:43,4600,P_4602C,CHANGE,,,devctla.gop,S1,
13:12:36,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2246.56,Nm³/h
13:12:29,4600,P_4613A,CHANGE,,,devctla.gop,S1,
13:12:24,4400,AI_pH01,PVLOW,ACK,,CCR West side drain channel PH,,
13:12:23,6300,LI_W705,PVHIGH,,L 00,TK-6H Mother Liquid Level,75.3626,%
13:12:14,4400,AI_pH01,PVLOW,,H 00,CCR West side drain channel PH,-0.226816,PH
13:11:43,6200,VSP_P314,OFFNRM,,J 00,VSPP314 Close,ON,
13:11:04,6200,VSP_P314,OFFNRM,OK,J 00,VSPP314 Open,OFF,
13:11:02,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
13:11:02,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
13:10:04,6200,TIC_E150,PVHIGH,ACK,,TK-4C Dispersant Solution Temperature,,
13:09:55,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,
13:09:53,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
13:09:50,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
13:09:41,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,
13:09:38,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
13:08:56,6200,TIC_E150,PVHIGH,,L 00,TK-4C Dispersant Solution Temperature,65.0046,DEGC
13:08:32,6200,Recipe_Param,CHANGE,,,SetCT_2.PV,91,
13:08:22,6200,Recipe_Param,CHANGE,,,SetCT_3.PV,89,
13:08:02,6100,PIC_WA50,DISABL,,J 00,PW charging header pressure PU-6B/7B,,
13:08:00,6100,FIC_WA01,DISABL,,J 00,Charging PW Flow Control,,
13:08:00,6100,FI_WA02,DISABL,,J 00,Charging PW Flow,,
13:07:58,4200,FI_4201,ALARM,ACK PNT,,INSTRUMENT AIR FOLW,,
13:07:58,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
13:07:21,6200,SCM_CTAdd,STEPTO,OK,L 00,,,
13:07:20,6200,Recipe_Param,CHANGE,,,SetCT_3.PV,89.4,
13:06:53,6200,SCM_CTAdd,STEPTO,ACK,,,,
13:06:40,6100,FIC_VC01,DISABL,,J 00,Polymerizer VCM Flow,,
13:06:40,6100,FI_VC02,DISABL,,J 00,Polymerizer VCM Flow,,
13:06:34,6200,TIC_P301,PVLOW,OK,L 00,PLY-3E temperature control,57.2536,
13:06:19,6200,SCM_CTAdd,STEPTO,,L 00,,,
13:04:51,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2306.95,Nm³/h
13:01:51,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2244.56,Nm³/h
13:01:21,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,
13:01:20,6200,AUX_Poly2,CHANGE,,,AckCurrAlm2.PVFL,ON,
13:01:05,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,
13:01:01,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,
13:00:22,4400,AI_pH01,PVLOW,ACK,,CCR West side drain channel PH,,
12:59:13,4400,AI_pH01,PVLOW,OK,H 00,CCR West side drain channel PH,6.15754,PH
12:58:55,4400,AI_pH01,PVLOW,,H 00,CCR West side drain channel PH,0.128476,PH
12:56:38,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
12:56:32,6200,AUX_Poly2,OFFNRM,ACK,,current change rate alarm,,
12:56:28,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
12:56:24,6200,AUX_Poly2,OFFNRM,,L 00,current change rate alarm,ON,
12:55:51,6200,VSP_P314,OFFNRM,,J 00,VSPP314 Open,ON,
12:55:11,6200,VSP_P314,OFFNRM,OK,J 00,VSPP314 Close,OFF,
12:54:33,6100,FIC_VC01,ENABLE,,J 00,Polymerizer VCM Flow,,
12:54:33,6100,FI_VC02,ENABLE,,J 00,Polymerizer VCM Flow,,
12:54:10,4200,FI_4201,ALARM,ACK PNT,,INSTRUMENT AIR FOLW,,
12:54:10,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
12:53:58,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2303.17,Nm³/h
12:53:56,6100,PIC_WA50,ENABLE,,J 00,PW charging header pressure PU-6B/7B,,
12:53:46,6200,IIA_PLY3E,BAD PV,OK,J 00,PLY-3E Driver Cunent Indicate,122.035,AMp
12:53:44,6100,FIC_WA01,ENABLE,,J 00,Charging PW Flow Control,,
12:53:44,6100,FI_WA02,ENABLE,,J 00,Charging PW Flow,,
12:53:43,6200,IIA_PLY3E,BAD PV,,J 00,PLY-3E Driver Cunent Indicate,122.035,AMp
12:52:56,6200,FQ_BD01,DISABL,,J 00,Polymerizer VCM Flow Total,,
12:52:54,6200,FIC_BD01,DISABL,,J 00,PVC Slurry Discharge Flow,,
12:52:45,6200,FQ_BD01,ENABLE,,J 00,Polymerizer VCM Flow Total,,
12:52:45,6200,FIC_BD01,ENABLE,,J 00,PVC Slurry Discharge Flow,,
12:52:30,4400,AI_pH01,ALARM,ACK PNT,,CCR West side drain channel PH,,
12:52:30,4400,AI_pH01,PVLOW,ACK,,CCR West side drain channel PH,,
12:52:07,6200,LI_WW01,PVLOW,OK,L 00,Waste Water Tank Level,16.0056,%
12:52:01,6200,VSP_P305,OFFNRM,,J 00,VSPP305 Close,ON,
12:52:01,6100,IIA_CM2F,PVHIGH,ACK,,CM-2F Running Indicate,,
12:51:58,6200,VSP_P306,OFFNRM,,J 00,VSPP306 Close,ON,
12:51:56,6100,IIA_CM2F,PVHIGH,,L 00,CM-2F Running Indicate,324.376,AMp
12:51:49,6200,TIC_P301,PVLOW,ACK,,PLY-3E temperature control,,
12:51:43,6200,TIC_P301,PVLOW,,L 00,PLY-3E temperature control,55.8878,
12:51:37,6200,TIC_P301,PVHIGH,OK,J 00,PLY-3E temperature control,57.6122,
12:51:34,4400,AI_pH01,PVLOW,OK,H 00,CCR West side drain channel PH,6.47236,PH
12:51:33,6200,TIC_P301,PVHIHI,OK,H 00,PLY-3E temperature control,59.1937,
12:51:31,6200,FIC_WW01,CHANGE,,,pida.mode,AUTO,
12:51:32,6200,FIC_WW01,CHANGE,,,PIDA.SP,3.2,m³/h
12:51:30,4400,AI_pH01,PVLOW,,H 00,CCR West side drain channel PH,3.88224,PH
12:51:30,6200,FIC_WW01,CHANGE,,,pida.mode,AUTO,
12:51:26,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
12:51:26,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
12:51:20,6200,FIC_WW01,CHANGE,,,pida.mode,AUTO,
12:51:18,6200,FIC_WW01,CHANGE,,,PIDA.SP,3,m³/h
12:51:17,6200,FIC_WW01,CHANGE,,,pida.mode,AUTO,
12:51:08,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2241.89,Nm³/h
12:50:57,4200,FI_4201,PVHIGH,ACK,,INSTRUMENT AIR FOLW,,
12:50:34,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
12:50:23,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
12:49:59,6300,LI_W705,PVHIGH,OK,L 00,TK-6H Mother Liquid Level,73.988,%
12:49:37,6100,IIA_CM2F,PVHIGH,OK,L 00,CM-2F Running Indicate,315.932,AMp
12:49:19,4500,KV_4503,CHANGE,,,devctla.gop,S0,
12:49:04,6200,Recipe_Param,CHANGE,,,SetRVCM_2.PV,6.2,
12:48:58,6200,Recipe_Param,CHANGE,,,SetRVCM_1.PV,6.2,
12:48:55,6200,Recipe_Param,CHANGE,,,SetRVCM_3.PV,6.2,
12:48:45,6100,VSP_VC524,CHANGE,,,devctla.gop,S1,
12:48:45,6100,VSP_VC524,CHANGE,,,devctla.gop,S1,
12:47:53,6200,FI_CT03,DISABL,,J 00,Coating Flow to Polymerizers,,
12:47:52,6200,FIC_CT04,DISABL,,J 00,Coating flow to Polymerizers,,
12:47:42,6200,TIC_P301,PVHIHI,ACK,,PLY-3E temperature control,,
12:47:38,6200,TIC_P301,PVHIHI,,H 00,PLY-3E temperature control,60.6366,
12:47:31,6200,TIC_P301,PVHIGH,,J 00,PLY-3E temperature control,59.0334,
12:47:24,6200,TIC_P301,PVLOW,OK,L 00,PLY-3E temperature control,57.3457,
12:45:15,6200,FI_CT03,ENABLE,,J 00,Coating Flow to Polymerizers,,
12:45:13,6200,FIC_CT04,ENABLE,,J 00,Coating flow to Polymerizers,,
12:44:41,4500,KV_4503,CHANGE,,,devctla.gop,S1,
12:44:35,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
12:44:22,6100,FIC_FL02,DISABL,,J 00,High Pressure Flush Water to Polymerizers,,
12:44:22,6100,PIC_FL05,DISABL,,J 00,PW Flushing Water Pressure Controller,,
12:44:07,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
12:44:05,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
12:44:00,6200,Recipe_Param,CHANGE,,,SetRVCM_3.PV,6,
12:43:57,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
12:43:57,6200,Recipe_Param,CHANGE,,,SetRVCM_2.PV,6,
12:43:54,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
12:43:29,6100,PIC_FL05,ENABLE,,J 00,PW Flushing Water Pressure Controller,,
12:43:19,6100,FIC_FL02,ENABLE,,J 00,High Pressure Flush Water to Polymerizers,,
12:43:13,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
12:43:06,4200,FI_4201,PVHIGH,,L 00,INSTRUMENT AIR FOLW,2302.61,Nm³/h
12:43:01,6200,VSP_P306,OFFNRM,OK,J 00,VSPP306 Close,OFF,
12:43:01,6200,VSP_P305,OFFNRM,OK,J 00,VSPP305 Close,OFF,
12:42:34,6300,Param_Master3,MESSAGE,CNF,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
12:42:34,6300,Param_Master3,MESSAGE,ACK,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
12:42:17,6300,Param_Master3,CONFIRMABLE MESSAGE,,,Confirm To Start Poly-3E Batch Operation - Adjust Recipe,,
12:41:57,6300,Param_Master3,OFFNRM,OK,J 00,,OFF,
12:41:56,6300,Param_Master3,OFFNRM,,J 00,,ON,
12:41:55,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
12:41:51,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
12:41:46,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
12:41:37,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,OK,H 15,,PartnerB_03,
12:41:08,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,ACK,,,,
12:41:03,IOLINK_01A,AI_1F_LB_21,HART Diagnostic Underrun,,H 15,,PartnerB_03,
12:40:59,6200,PU_1C,CHANGE,,,devctla.gop,S1,
12:40:58,6200,PU_1C,CHANGE,,,devctla.gop,S1,
12:40:55,6200,TK_8C,CHANGE,,,devctla.gop,S1,
12:40:54,6200,TK_8C,CHANGE,,,devctla.gop,S1,
12:40:47,4200,FI_4201,PVHIGH,OK,L 00,INSTRUMENT AIR FOLW,2246.56,Nm³/h
12:36:51,6200,TIC_E150,PVLOW,OK,L 00,TK-4C Dispersant Solution Temperature,26.0144,DEGC
12:35:59,6200,LI_WW01,PVLOW,ACK,,Waste Water Tank Level,,
12:35:56,6200,LI_WW01,PVLOW,,L 00,Waste Water Tank Level,14.9958,%
